time,raw_data
1717833238.7897909,-8988.66
1717833238.8723962,-8987.88
1717833238.97376,-8987.38
1717833239.0573235,-8988.14
1717833239.1583827,-8987.88
1717833239.2445273,-8987.34
1717833239.3365998,-8986.60
1717833239.4268327,-8986.84
1717833239.5258067,-8987.60
1717833239.6153362,-8987.42
1717833239.7036328,-8987.48
1717833239.8028882,-8987.50
1717833239.8922038,-8987.32
1717833239.9866948,-8987.58
1717833240.0758796,-8987.80
1717833240.1695793,-8988.10
1717833240.2616174,-8987.56
1717833240.3535967,-8987.72
1717833240.443355,-8988.00
1717833240.5385826,-8987.96
1717833240.6291487,-8987.64
1717833240.719451,-8987.70
1717833240.8114898,-8988.32
1717833240.9034069,-8987.70
1717833240.9948134,-8987.10
1717833241.0873888,-8986.60
1717833241.1768267,-8986.24
1717833241.2736077,-8987.24
1717833241.3622968,-8986.86
1717833241.4576151,-8987.18
1717833241.5378146,-8987.80
1717833241.6415951,-8988.06
1717833241.7230434,-8988.12
1717833241.8255942,-8987.88
1717833241.9116223,-8987.48
1717833242.0096185,-8986.98
1717833242.0976067,-8986.56
1717833242.1948285,-8986.52
1717833242.286443,-8986.96
1717833242.3784003,-8986.60
1717833242.470343,-8986.96
1717833242.5598445,-8986.26
1717833242.6541488,-8986.18
1717833242.7455428,-8986.96
1717833242.838283,-8987.16
1717833242.9284706,-8986.58
1717833243.0215867,-8987.54
1717833243.1048436,-8988.24
1717833243.205598,-8988.32
1717833243.2963328,-8987.70
1717833243.3895621,-8987.56
1717833243.4725602,-8986.88
1717833243.5735312,-8986.20
1717833243.6618264,-8986.22
1717833243.753669,-8987.38
1717833243.8389742,-8987.60
1717833243.9408436,-8986.84
1717833244.0284448,-8987.00
1717833244.1202564,-8987.36
1717833244.2118077,-8987.54
1717833244.3036616,-8987.66
1717833244.4003658,-8988.22
1717833244.4878335,-8987.58
1717833244.5864758,-8987.32
1717833244.676706,-8987.72
1717833244.7702668,-8987.40
1717833244.8618379,-8987.62
1717833244.9537566,-8987.46
1717833245.0449696,-8986.94
1717833245.1378448,-8987.34
1717833245.2281406,-8987.52
1717833245.3219397,-8987.52
1717833245.4117916,-8987.06
1717833245.505753,-8986.28
1717833245.5952637,-8986.72
1717833245.688937,-8987.64
1717833245.7725496,-8988.62
1717833245.8736622,-8987.30
1717833245.9624822,-8986.92
1717833246.0576358,-8987.60
1717833246.1437645,-8987.22
1717833246.237267,-8987.32
1717833246.3225527,-8987.28
1717833246.4246068,-8987.68
1717833246.5055473,-8987.18
1717833246.6085753,-8987.32
1717833246.689887,-8987.78
1717833246.7927463,-8987.56
1717833246.882699,-8988.28
1717833246.9748905,-8988.68
1717833247.0697258,-8988.20
1717833247.160565,-8987.78
1717833247.2535963,-8987.56
1717833247.3450663,-8988.38
1717833247.4372911,-8988.28
1717833247.5282419,-8988.08
1717833247.6208155,-8988.58
1717833247.7119179,-8988.22
1717833247.8048952,-8987.80
1717833247.8942206,-8987.56
1717833247.988912,-8987.70
1717833248.0779774,-8988.72
1717833248.1704762,-8988.18
1717833248.2598066,-8987.64
1717833248.3534658,-8987.52
1717833248.445366,-8988.70
1717833248.5398507,-8988.58
1717833248.6308208,-8988.34
1717833248.7237823,-8989.06
1717833248.811883,-8988.60
1717833248.9032955,-8987.98
1717833248.9944384,-8988.30
1717833249.087296,-8988.68
1717833249.1803536,-8988.34
1717833249.2756298,-8987.92
1717833249.3620646,-8987.42
1717833249.4595492,-8987.52
1717833249.545588,-8987.64
1717833249.6373954,-8987.66
1717833249.7365837,-8988.16
1717833249.8284767,-8988.50
1717833249.9205673,-8988.38
1717833250.011818,-8988.08
1717833250.103822,-8987.50
1717833250.1955018,-8988.60
1717833250.2878013,-8989.42
1717833250.378793,-8989.00
1717833250.4717033,-8988.58
1717833250.5627837,-8988.46
1717833250.655852,-8988.94
1717833250.7453737,-8989.96
1717833250.8372557,-8989.56
1717833250.9286091,-8988.96
1717833251.019728,-8988.72
1717833251.1121302,-8989.18
1717833251.2041473,-8989.68
1717833251.2895334,-8989.18
1717833251.3907497,-8989.14
1717833251.4788141,-8989.12
1717833251.5753443,-8989.64
1717833251.6622393,-8990.08
1717833251.7537396,-8988.98
1717833251.8457065,-8989.30
1717833251.9426188,-8989.82
1717833252.0290089,-8990.20
1717833252.1209593,-8990.28
1717833252.2197464,-8990.68
1717833252.310573,-8990.00
1717833252.403739,-8989.46
1717833252.495304,-8990.32
1717833252.5870616,-8990.16
1717833252.6764176,-8990.28
1717833252.7707305,-8989.64
1717833252.8622034,-8989.72
1717833252.9548333,-8990.20
1717833253.044064,-8990.28
1717833253.1367524,-8990.24
1717833253.228981,-8990.40
1717833253.32225,-8990.40
1717833253.4058056,-8989.48
1717833253.5060046,-8989.52
1717833253.589617,-8989.70
1717833253.6898148,-8989.48
1717833253.7740831,-8989.84
1717833253.8709283,-8989.84
1717833253.962316,-8989.62
1717833254.0579188,-8989.86
1717833254.1456513,-8990.46
1717833254.2418258,-8989.64
1717833254.3229775,-8989.58
1717833254.4258075,-8990.38
1717833254.5064828,-8990.22
1717833254.609556,-8989.32
1717833254.7023323,-8990.10
1717833254.7919164,-8990.10
1717833254.8867757,-8989.76
1717833254.9785557,-8990.78
1717833255.0707152,-8990.72
1717833255.162307,-8990.32
1717833255.2540307,-8990.96
1717833255.3454955,-8990.56
1717833255.437435,-8990.38
1717833255.5295286,-8991.08
1717833255.6212318,-8990.92
1717833255.712274,-8989.98
1717833255.803885,-8989.44
1717833255.8951738,-8988.56
1717833255.9891968,-8988.76
1717833256.0731297,-8989.66
1717833256.1731236,-8989.76
1717833256.2624705,-8988.96
1717833256.3541372,-8989.78
1717833256.4398606,-8989.52
1717833256.5418088,-8989.38
1717833256.628903,-8989.78
1717833256.7204418,-8989.44
1717833256.812611,-8989.48
1717833256.9087946,-8989.76
1717833256.9972975,-8990.12
1717833257.0933795,-8989.34
1717833257.179186,-8989.48
1717833257.2778652,-8989.28
1717833257.3687263,-8990.50
1717833257.4576726,-8989.78
1717833257.5537076,-8989.14
1717833257.6455016,-8989.18
1717833257.7375073,-8988.92
1717833257.8290443,-8988.88
1717833257.9211795,-8989.04
1717833258.0124524,-8989.06
1717833258.1051295,-8990.04
1717833258.1942341,-8989.92
1717833258.2877753,-8989.42
1717833258.3734748,-8988.56
1717833258.471136,-8988.34
1717833258.5612593,-8989.16
1717833258.6557994,-8988.18
1717833258.7405078,-8988.40
1717833258.8400433,-8988.46
1717833258.923705,-8988.20
1717833259.0240145,-8988.78
1717833259.1065075,-8989.04
1717833259.2079666,-8989.14
1717833259.2899945,-8988.90
1717833259.3925889,-8988.58
1717833259.4837391,-8988.92
1717833259.5709019,-8990.10
1717833259.6616523,-8990.42
1717833259.7545435,-8989.60
1717833259.8460083,-8989.80
1717833259.943653,-8989.66
1717833260.0368779,-8989.60
1717833260.1275823,-8989.46
1717833260.2207296,-8989.24
1717833260.3124342,-8990.36
1717833260.4045403,-8991.06
1717833260.4954994,-8990.72
1717833260.5875013,-8990.98
1717833260.6785507,-8989.96
1717833260.770998,-8989.84
1717833260.8636818,-8990.24
1717833260.956311,-8990.06
1717833261.0459754,-8990.12
1717833261.1377828,-8990.52
1717833261.2292545,-8990.82
1717833261.3234873,-8990.22
1717833261.4154973,-8990.30
1717833261.5057814,-8990.84
1717833261.5975266,-8991.04
1717833261.6877506,-8990.68
1717833261.7833734,-8991.36
1717833261.8716028,-8990.52
1717833261.9609063,-8990.28
1717833262.0589197,-8990.94
1717833262.1464052,-8990.44
1717833262.24321,-8990.44
1717833262.329517,-8990.92
1717833262.427595,-8990.38
1717833262.5163953,-8990.86
1717833262.6085992,-8990.74
1717833262.6996722,-8990.22
1717833262.795215,-8990.54
1717833262.883464,-8990.76
1717833262.9793253,-8990.70
1717833263.0667386,-8991.60
1717833263.1625116,-8991.52
1717833263.2439134,-8991.62
1717833263.3464978,-8991.26
1717833263.4345284,-8990.90
1717833263.5304983,-8991.20
1717833263.6232257,-8990.66
1717833263.7096214,-8990.66
1717833263.8001695,-8990.06
1717833263.8938289,-8990.12
1717833263.991407,-8990.52
1717833264.0822508,-8990.68
1717833264.1752355,-8990.34
1717833264.266682,-8989.92
1717833264.3587914,-8990.60
1717833264.4502664,-8990.92
1717833264.542873,-8991.22
1717833264.633548,-8991.28
1717833264.727278,-8991.50
1717833264.818478,-8990.64
1717833264.9089398,-8990.70
1717833265.0000114,-8991.46
1717833265.0941615,-8990.98
1717833265.177732,-8990.84
1717833265.2779155,-8990.12
1717833265.370088,-8990.38
1717833265.459037,-8990.72
1717833265.5441275,-8990.26
1717833265.64622,-8990.46
1717833265.7278962,-8990.50
1717833265.8255033,-8990.38
1717833265.9170327,-8990.72
1717833266.0150056,-8991.70
1717833266.1003354,-8991.54
1717833266.1980875,-8990.92
1717833266.2912536,-8990.74
1717833266.3755748,-8990.70
1717833266.4751885,-8990.02
1717833266.5651999,-8990.18
1717833266.659032,-8990.04
1717833266.7499502,-8989.96
1717833266.8425622,-8990.88
1717833266.9337196,-8991.04
1717833267.026547,-8990.80
1717833267.1181233,-8990.84
1717833267.209233,-8991.12
1717833267.3003862,-8990.72
1717833267.394713,-8990.72
1717833267.4838603,-8990.54
1717833267.575775,-8990.16
1717833267.6604433,-8991.22
1717833267.7619479,-8991.44
1717833267.850746,-8990.40
1717833267.9458857,-8989.58
1717833268.034011,-8989.94
1717833268.1298432,-8990.06
1717833268.2218628,-8990.16
1717833268.3138444,-8990.72
1717833268.4067085,-8991.36
1717833268.4977546,-8990.80
1717833268.5913053,-8990.48
1717833268.6822507,-8990.70
1717833268.7748578,-8989.58
1717833268.8670669,-8989.96
1717833268.9589386,-8990.84
1717833269.0503714,-8991.20
1717833269.1420717,-8990.04
1717833269.231689,-8989.42
1717833269.325727,-8990.16
1717833269.4173307,-8989.92
1717833269.5091612,-8989.82
1717833269.5947282,-8989.44
1717833269.6944828,-8989.56
1717833269.7838945,-8990.08
1717833269.8776414,-8989.86
1717833269.9612572,-8989.74
1717833270.0616035,-8990.28
1717833270.1446953,-8989.78
1717833270.2457476,-8989.64
1717833270.3351219,-8989.96
1717833270.4297264,-8989.36
1717833270.5117838,-8989.40
1717833270.6097353,-8989.46
1717833270.7006052,-8989.50
1717833270.7976437,-8989.82
1717833270.8906136,-8990.22
1717833270.9815645,-8990.38
1717833271.0675275,-8989.56
1717833271.1655161,-8989.00
1717833271.258469,-8988.82
1717833271.3503997,-8988.80
1717833271.4427438,-8989.86
1717833271.5327406,-8989.90
1717833271.6258762,-8990.02
1717833271.7169313,-8989.24
1717833271.8103049,-8989.12
1717833271.901241,-8989.78
1717833271.9920175,-8989.92
1717833272.0837374,-8989.32
1717833272.1775167,-8990.58
1717833272.261512,-8990.66
1717833272.3614714,-8989.82
1717833272.4444726,-8989.40
1717833272.542347,-8989.34
1717833272.6337736,-8990.12
1717833272.725865,-8990.90
1717833272.8211136,-8990.18
1717833272.9094412,-8989.98
1717833273.0061512,-8989.98
1717833273.0964375,-8989.94
1717833273.1897619,-8989.72
1717833273.2783282,-8989.74
1717833273.3673522,-8989.52
1717833273.4661584,-8990.22
1717833273.5583694,-8990.14
1717833273.6506236,-8990.22
1717833273.7424538,-8989.70
1717833273.833844,-8990.30
1717833273.925817,-8990.16
1717833274.0155706,-8989.54
1717833274.1091034,-8990.16
1717833274.2003522,-8990.30
1717833274.293885,-8990.34
1717833274.3857892,-8990.40
1717833274.4751704,-8990.02
1717833274.5659218,-8990.14
1717833274.6614258,-8990.14
1717833274.7507799,-8990.06
1717833274.8454275,-8990.32
1717833274.937577,-8990.14
1717833275.0294297,-8990.34
1717833275.111567,-8990.00
1717833275.209558,-8989.78
1717833275.3058598,-8990.56
1717833275.3931448,-8990.60
1717833275.485084,-8989.74
1717833275.5758011,-8990.20
1717833275.666081,-8990.66
1717833275.7594955,-8989.84
1717833275.8579342,-8989.70
1717833275.949426,-8990.14
1717833276.0426016,-8989.90
1717833276.134065,-8989.34
1717833276.2260435,-8990.16
1717833276.3182862,-8989.54
1717833276.4090497,-8988.94
1717833276.5010376,-8989.44
1717833276.5940843,-8990.18
1717833276.685339,-8990.18
1717833276.7767446,-8989.90
1717833276.861907,-8989.84
1717833276.9597707,-8989.18
1717833277.0496268,-8988.76
1717833277.1421623,-8989.60
1717833277.2316856,-8989.32
1717833277.329123,-8989.40
1717833277.4162993,-8990.30
1717833277.5086675,-8990.62
1717833277.6020155,-8990.46
1717833277.6951017,-8989.96
1717833277.7826333,-8990.34
1717833277.8814273,-8989.04
1717833277.9738595,-8988.76
1717833278.0591872,-8990.12
1717833278.1571727,-8989.68
1717833278.249182,-8989.80
1717833278.342183,-8990.26
1717833278.4320061,-8989.32
1717833278.5262513,-8989.56
1717833278.6171062,-8989.66
1717833278.708962,-8989.40
1717833278.8022413,-8989.54
1717833278.8939753,-8990.46
1717833278.9833255,-8990.76
1717833279.0762732,-8990.10
1717833279.1616194,-8988.70
1717833279.2590249,-8988.94
1717833279.352006,-8989.38
1717833279.4458444,-8989.54
1717833279.534462,-8989.66
1717833279.6263735,-8990.06
1717833279.7196617,-8990.00
1717833279.8095562,-8989.94
1717833279.9043577,-8989.66
1717833279.9933484,-8989.94
1717833280.082289,-8990.26
1717833280.1763084,-8989.64
1717833280.267549,-8989.20
1717833280.3619049,-8989.06
1717833280.4575238,-8989.34
1717833280.5493765,-8989.68
1717833280.6406953,-8989.50
1717833280.7328494,-8989.90
1717833280.8255785,-8990.26
1717833280.916099,-8989.76
1717833281.0088048,-8989.30
1717833281.0992517,-8989.66
1717833281.1925724,-8989.04
1717833281.2836044,-8989.90
1717833281.3754873,-8989.56
1717833281.4687207,-8990.08
1717833281.560901,-8990.12
1717833281.6496494,-8990.02
1717833281.743367,-8990.02
1717833281.8352892,-8989.50
1717833281.9288967,-8989.12
1717833282.0156338,-8989.34
1717833282.1132824,-8990.46
1717833282.2041352,-8991.44
1717833282.2948227,-8990.80
1717833282.3850589,-8990.36
1717833282.4811447,-8990.00
1717833282.5713334,-8990.26
1717833282.664572,-8989.78
1717833282.7575862,-8989.64
1717833282.8482306,-8989.64
1717833282.9406924,-8989.38
1717833283.0315926,-8989.30
1717833283.1216516,-8989.16
1717833283.214431,-8989.40
1717833283.3047469,-8989.44
1717833283.3984094,-8989.32
1717833283.4901268,-8988.80
1717833283.5854533,-8989.26
1717833283.6733673,-8989.94
1717833283.7688906,-8990.48
1717833283.8506818,-8989.60
1717833283.9529002,-8988.82
1717833284.034073,-8988.64
1717833284.1370034,-8988.82
1717833284.229754,-8989.00
1717833284.3210034,-8988.96
1717833284.4066942,-8989.08
1717833284.5049427,-8989.72
1717833284.597913,-8989.88
1717833284.6900594,-8990.08
1717833284.7818398,-8989.56
1717833284.8735588,-8989.78
1717833284.9651382,-8989.70
1717833285.0566907,-8989.30
1717833285.1481366,-8989.90
1717833285.240179,-8990.68
1717833285.3327487,-8989.86
1717833285.4233642,-8990.58
1717833285.5168824,-8991.10
1717833285.600445,-8990.32
1717833285.7008867,-8990.60
1717833285.7899525,-8990.96
1717833285.8848524,-8990.38
1717833285.9670312,-8989.80
1717833286.0688195,-8990.24
1717833286.1510115,-8991.06
1717833286.252937,-8990.92
1717833286.3343153,-8991.46
1717833286.43689,-8990.86
1717833286.529493,-8990.64
1717833286.62169,-8990.16
1717833286.7099955,-8989.80
1717833286.8058875,-8990.12
1717833286.897741,-8990.66
1717833286.9887948,-8991.58
1717833287.0818298,-8991.12
1717833287.1735237,-8990.98
1717833287.2647197,-8990.96
1717833287.3566134,-8991.20
1717833287.4493496,-8990.98
1717833287.5386095,-8991.08
1717833287.633926,-8991.22
1717833287.7235072,-8990.58
1717833287.8153577,-8990.90
1717833287.9069164,-8990.02
1717833287.9981809,-8990.16
1717833288.0908935,-8990.40
1717833288.184747,-8991.00
1717833288.27463,-8991.72
1717833288.3686643,-8990.30
1717833288.4567556,-8989.50
1717833288.5525866,-8989.82
1717833288.6434186,-8989.94
1717833288.7352521,-8990.10
1717833288.8287625,-8989.76
1717833288.9202635,-8989.38
1717833289.0135005,-8989.90
1717833289.1044896,-8990.42
1717833289.1966794,-8989.60
1717833289.2888758,-8990.00
1717833289.381415,-8990.52
1717833289.4730973,-8990.30
1717833289.5654883,-8990.24
1717833289.6567376,-8989.90
1717833289.74888,-8990.14
1717833289.8379083,-8990.22
1717833289.9333878,-8990.12
1717833290.0176156,-8990.90
1717833290.1154883,-8991.10
1717833290.2004533,-8990.86
1717833290.301436,-8990.30
1717833290.3833628,-8991.04
1717833290.481643,-8990.34
1717833290.5714657,-8991.00
1717833290.6649086,-8991.36
1717833290.7549026,-8991.00
1717833290.848217,-8990.60
1717833290.9409647,-8989.28
1717833291.029086,-8989.52
1717833291.1216645,-8989.86
1717833291.2317069,-8990.52
1717833291.3008409,-8990.76
1717833291.4049354,-8990.64
1717833291.4962425,-8990.70
1717833291.588232,-8990.48
1717833291.6799932,-8990.40
1717833291.7728148,-8991.00
1717833291.8652394,-8991.16
1717833291.9554741,-8991.00
1717833292.048586,-8990.14
1717833292.13835,-8990.86
1717833292.232422,-8990.96
1717833292.321617,-8990.52
1717833292.4153428,-8990.70
1717833292.5018325,-8991.00
1717833292.6000218,-8990.38
1717833292.6862004,-8990.30
1717833292.781721,-8990.92
1717833292.871832,-8991.46
1717833292.9686816,-8991.26
1717833293.0546567,-8991.62
1717833293.1454346,-8991.12
1717833293.2454064,-8990.50
1717833293.3300226,-8990.12
1717833293.4226916,-8990.78
1717833293.520531,-8990.74
1717833293.6126504,-8991.22
1717833293.7040994,-8991.90
1717833293.7957513,-8990.26
1717833293.8893402,-8990.20
1717833293.9813807,-8990.84
1717833294.0735698,-8991.40
1717833294.1635725,-8991.02
1717833294.2569225,-8990.62
1717833294.3479233,-8991.06
1717833294.4411874,-8990.78
1717833294.531536,-8991.00
1717833294.625204,-8991.06
1717833294.714712,-8990.86
1717833294.8083699,-8991.42
1717833294.8920548,-8990.88
1717833294.9923615,-8990.36
1717833295.075402,-8990.16
1717833295.176353,-8990.36
1717833295.2648177,-8991.04
1717833295.3604186,-8991.20
1717833295.4524841,-8991.22
1717833295.544415,-8991.60
1717833295.6267262,-8990.94
1717833295.7283769,-8990.74
1717833295.8212018,-8990.56
1717833295.9069982,-8990.98
1717833295.9982545,-8990.96
1717833296.0963402,-8991.60
1717833296.188392,-8991.24
1717833296.2804818,-8990.12
1717833296.3733091,-8990.94
1717833296.4649398,-8990.44
1717833296.5568867,-8991.00
1717833296.6483126,-8991.02
1717833296.7407856,-8991.62
1717833296.8300877,-8991.40
1717833296.9236078,-8991.46
1717833297.00867,-8991.32
1717833297.108321,-8991.08
1717833297.192065,-8990.84
1717833297.292325,-8989.92
1717833297.3751163,-8991.14
1717833297.4763305,-8991.24
1717833297.5590582,-8991.12
1717833297.6611364,-8990.66
1717833297.752312,-8990.52
1717833297.8404007,-8991.24
1717833297.9258392,-8991.96
1717833298.0283382,-8991.30
1717833298.1210327,-8990.72
1717833298.2123218,-8991.78
1717833298.2983317,-8991.68
1717833298.396332,-8990.94
1717833298.4846196,-8990.10
1717833298.5803204,-8990.14
1717833298.6729307,-8991.24
1717833298.7648087,-8991.02
1717833298.8571775,-8991.06
1717833298.9483175,-8990.54
1717833299.040243,-8990.50
1717833299.1317146,-8990.66
1717833299.2247934,-8990.74
1717833299.3149893,-8990.72
1717833299.4067547,-8990.68
1717833299.4984524,-8991.38
1717833299.592326,-8990.36
1717833299.681586,-8990.44
1717833299.7763138,-8991.20
1717833299.8638766,-8990.56
1717833299.9603298,-8990.92
1717833300.0483859,-8991.76
1717833300.1403842,-8991.64
1717833300.2339306,-8991.72
1717833300.3280835,-8991.42
1717833300.4201753,-8991.00
1717833300.507052,-8990.70
1717833300.5985863,-8991.52
1717833300.6972387,-8991.84
1717833300.7895272,-8992.18
1717833300.8803594,-8991.70
1717833300.9730544,-8991.88
1717833301.0631258,-8991.80
1717833301.1572027,-8991.44
1717833301.2486243,-8991.00
1717833301.3406003,-8990.64
1717833301.43199,-8990.74
1717833301.5247557,-8990.54
1717833301.6171126,-8991.08
1717833301.7077796,-8990.66
1717833301.7981946,-8990.36
1717833301.8930955,-8990.22
1717833301.9818604,-8991.44
1717833302.0760577,-8991.72
1717833302.1652846,-8991.88
1717833302.2599814,-8991.32
1717833302.3427596,-8990.14
1717833302.4407885,-8990.24
1717833302.5256605,-8990.48
1717833302.6237783,-8990.78
1717833302.7154107,-8990.92
1717833302.812033,-8991.14
1717833302.9050121,-8990.66
1717833302.9959915,-8991.26
1717833303.088802,-8991.44
1717833303.1801271,-8990.86
1717833303.2734754,-8990.20
1717833303.3643053,-8990.32
1717833303.4568925,-8990.46
1717833303.547144,-8990.70
1717833303.6405234,-8990.66
1717833303.73074,-8990.56
1717833303.8241036,-8991.10
1717833303.909651,-8990.68
1717833304.0071843,-8990.52
1717833304.0988712,-8991.22
1717833304.193102,-8991.60
1717833304.2823427,-8991.08
1717833304.3762875,-8991.44
1717833304.4652767,-8991.22
1717833304.5610838,-8991.24
1717833304.6494405,-8991.18
1717833304.740338,-8992.00
1717833304.8319185,-8991.78
1717833304.9279065,-8991.02
1717833305.0096507,-8991.34
1717833305.1119056,-8991.56
1717833305.205009,-8991.16
1717833305.2971108,-8990.94
1717833305.3834686,-8991.58
1717833305.480294,-8991.78
1717833305.5731776,-8991.78
1717833305.6639771,-8991.76
1717833305.7569716,-8991.36
1717833305.8425877,-8991.76
1717833305.940554,-8991.98
1717833306.0321627,-8991.42
1717833306.123983,-8991.12
1717833306.214449,-8990.70
1717833306.307366,-8991.38
1717833306.3987625,-8991.16
1717833306.4925444,-8990.12
1717833306.582016,-8990.40
1717833306.674131,-8990.98
1717833306.7639885,-8990.64
1717833306.8598914,-8990.84
1717833306.9428723,-8990.64
1717833307.0438218,-8990.64
1717833307.1321933,-8990.94
1717833307.2236779,-8991.68
1717833307.31543,-8991.86
1717833307.412577,-8992.32
1717833307.5037384,-8991.72
1717833307.5956962,-8991.28
1717833307.6884189,-8990.64
1717833307.7806826,-8990.30
1717833307.8655176,-8990.80
1717833307.9636555,-8990.30
1717833308.0566735,-8990.62
1717833308.1486974,-8990.46
1717833308.2406943,-8990.76
1717833308.332188,-8990.18
1717833308.4242797,-8989.76
1717833308.5143723,-8990.46
1717833308.6075253,-8990.88
1717833308.6934958,-8990.24
1717833308.790875,-8990.76
1717833308.8763995,-8991.28
1717833308.9756584,-8991.12
1717833309.058282,-8991.28
1717833309.159545,-8990.88
1717833309.2489529,-8990.28
1717833309.3410623,-8989.68
1717833309.4322903,-8990.10
1717833309.527501,-8990.38
1717833309.615588,-8991.32
1717833309.711438,-8991.14
1717833309.7932222,-8991.02
1717833309.8907785,-8990.48
1717833309.9823475,-8990.64
1717833310.0795434,-8991.56
1717833310.171931,-8990.58
1717833310.2572463,-8990.10
1717833310.3543603,-8990.40
1717833310.4486244,-8990.60
1717833310.540132,-8990.76
1717833310.6307263,-8990.20
1717833310.7246044,-8989.96
1717833310.8098085,-8990.44
1717833310.907845,-8990.58
1717833310.99898,-8990.88
1717833311.0920722,-8990.58
1717833311.18087,-8990.20
1717833311.27442,-8989.74
1717833311.3597934,-8990.36
1717833311.4594483,-8990.40
1717833311.543505,-8990.26
1717833311.6434107,-8990.30
1717833311.725991,-8990.06
1717833311.8246667,-8990.38
1717833311.9157984,-8990.30
1717833312.0112867,-8990.22
1717833312.0998611,-8991.34
1717833312.1953142,-8991.02
1717833312.2756188,-8990.30
1717833312.3801115,-8990.32
1717833312.472234,-8989.72
1717833312.5577495,-8990.64
1717833312.6494567,-8990.76
1717833312.7473295,-8990.02
1717833312.8403683,-8990.34
1717833312.9324083,-8990.42
1717833313.0244617,-8989.54
1717833313.115469,-8990.32
1717833313.2077353,-8990.30
1717833313.2988718,-8989.86
1717833313.391354,-8990.00
1717833313.482509,-8989.32
1717833313.5759637,-8990.00
1717833313.6659524,-8990.88
1717833313.7592976,-8989.96
1717833313.842627,-8989.94
1717833313.9412615,-8990.52
1717833314.0264418,-8990.34
1717833314.127255,-8990.04
1717833314.2099304,-8990.34
1717833314.3120496,-8990.58
1717833314.3977938,-8990.14
1717833314.4952705,-8990.44
1717833314.5825787,-8989.30
1717833314.6792495,-8988.92
1717833314.772446,-8990.26
1717833314.863281,-8990.74
1717833314.9489655,-8990.16
1717833315.047253,-8990.32
1717833315.1403697,-8989.94
1717833315.2323303,-8989.42
1717833315.3243732,-8990.02
1717833315.4159853,-8990.36
1717833315.5078464,-8990.48
1717833315.598908,-8989.98
1717833315.6913977,-8989.52
1717833315.782517,-8989.22
1717833315.8758924,-8989.68
1717833315.963068,-8989.46
1717833316.0594678,-8989.16
1717833316.1435702,-8989.86
1717833316.24325,-8990.28
1717833316.3269708,-8990.10
1717833316.4280562,-8990.20
1717833316.5158248,-8989.60
1717833316.6112392,-8989.84
1717833316.70229,-8990.08
1717833316.7952487,-8989.18
1717833316.8813784,-8989.70
1717833316.9745646,-8989.52
1717833317.0709965,-8989.62
1717833317.163232,-8989.72
1717833317.255947,-8990.22
1717833317.347157,-8990.52
1717833317.4403832,-8989.94
1717833317.531156,-8989.84
1717833317.6238706,-8989.36
1717833317.7160873,-8989.58
1717833317.808104,-8989.92
1717833317.8992398,-8990.12
1717833317.9912949,-8990.24
1717833318.0826812,-8990.28
1717833318.1738656,-8990.68
1717833318.2660136,-8990.18
1717833318.3600347,-8989.82
1717833318.449547,-8988.98
1717833318.5438595,-8990.34
1717833318.6326413,-8989.98
1717833318.7272203,-8989.62
1717833318.8162858,-8990.14
1717833318.9085453,-8990.16
1717833318.9993432,-8990.32
1717833319.0960724,-8990.20
1717833319.1827471,-8989.90
1717833319.2789135,-8990.28
1717833319.3603284,-8989.94
1717833319.4629054,-8990.12
1717833319.5495613,-8989.38
1717833319.6481323,-8989.40
1717833319.7327182,-8989.46
1717833319.8282359,-8989.14
1717833319.923974,-8989.48
1717833320.0152183,-8989.68
1717833320.1079671,-8989.82
1717833320.1994343,-8989.90
1717833320.2915246,-8990.16
1717833320.3828983,-8989.50
1717833320.4753685,-8990.02
1717833320.5661304,-8990.34
1717833320.6595006,-8989.56
1717833320.7496853,-8989.90
1717833320.843208,-8990.40
1717833320.9266999,-8990.32
1717833321.0275464,-8990.58
1717833321.118899,-8990.14
1717833321.2116818,-8989.38
1717833321.2996178,-8989.54
1717833321.3948267,-8989.08
1717833321.4830163,-8989.30
1717833321.579214,-8990.62
1717833321.666284,-8990.82
1717833321.7578602,-8990.32
1717833321.8421624,-8990.52
1717833321.9473557,-8990.20
1717833322.033024,-8990.40
1717833322.1309016,-8990.00
1717833322.2238677,-8989.76
1717833322.314082,-8990.00
1717833322.407579,-8989.56
1717833322.4946647,-8989.78
1717833322.5863512,-8989.64
1717833322.6832023,-8990.38
1717833322.7668777,-8990.96
1717833322.864818,-8990.68
1717833322.9570096,-8990.72
1717833323.047374,-8991.24
1717833323.1393335,-8991.24
1717833323.2348123,-8990.68
1717833323.3172085,-8989.88
1717833323.4195604,-8990.48
1717833323.506006,-8991.36
1717833323.6034772,-8990.76
1717833323.689267,-8990.72
1717833323.7868912,-8991.06
1717833323.8733559,-8990.36
1717833323.9716187,-8990.16
1717833324.063919,-8990.84
1717833324.154746,-8990.06
1717833324.247136,-8990.30
1717833324.3389354,-8990.26
1717833324.4313989,-8990.00
1717833324.5227013,-8990.58
1717833324.614771,-8990.84
1717833324.706243,-8990.12
1717833324.79943,-8991.02
1717833324.8898058,-8991.06
1717833324.9814656,-8990.64
1717833325.0729184,-8990.30
1717833325.1648784,-8989.92
1717833325.2560263,-8989.68
1717833325.3506954,-8990.22
1717833325.4338846,-8991.36
1717833325.5346751,-8990.84
1717833325.6238494,-8989.54
1717833325.7140737,-8989.86
1717833325.806207,-8990.34
